row_names	Blank13	S0009.0001	S0009.0002	S0009.0003	S0009.0004	S0009.0005	S0009.0006	S0009.0007	S0009.0008	S0009.0009	S0009.0010	S0009.0011	S0009.0012	S0009.0013	S0009.0014	S0009.0015	S0009.0016	S0009.0017	S0009.0018	S0009.0019	S0009.0020	S0009.0021	S0009.0022	S0009.0023	S0009.0024	S0009.0025	S0009.0026	S0009.0027	S0009.0028	S0009.0029	S0009.0030	S0009.0031	S0009.0032	S0009.0033	S0009.0034	S0009.0035	S0009.0036	S0009.0037	S0009.0038	S0009.0039	S0009.0041	S0009.0042	S0009.0043	S0009.0044	S0009.0045	S0009.0046	S0009.0047	S0009.0048	S0009.0049	S0009.0050	S0009.0051	S0009.0052	S0009.0053	S0009.0054	S0009.0055	S0009.0056	S0009.0057	S0009.0058	S0009.0059	S0009.0060	S0009.0061	S0009.0062	S0009.0063	S0009.0064	S0009.0065	S0009.0066	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Accession
ASV129	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	AB606243.1.1497
ASV130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	56	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	91	100	0	33	0	0	0	0	0	0	0	0	0	0	0	0	39	64	0	143	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	FJ879877.1.1482
ASV131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	439	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	uncultured_bacterium	FJ879154.1.1475
ASV132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	83	120	195	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium]_xylanophilum_group	uncultured_bacterium	FJ880914.1.1507
ASV133	0	0	0	0	0	0	0	0	0	0	67	26	147	0	0	29	141	33	0	0	0	0	42	0	0	0	0	71	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	uncultured_bacterium	FJ880387.1.1493
ASV134	0	0	0	0	0	0	88	0	158	92	18	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	13	38	0	46	0	0	33	47	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	NA	NA
ASV135	0	0	155	0	30	0	0	0	0	0	0	0	11	116	0	177	0	0	0	0	0	0	0	0	75	0	0	0	24	0	0	0	0	7	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	NA
ASV136	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	18	74	0	0	0	0	0	43	107	0	0	0	0	0	0	0	0	0	122	0	0	0	168	0	0	0	0	0	0	0	21	0	0	0	0	56	21	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	uncultured_bacterium	FJ879154.1.1475
ASV137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	131	0	0	0	0	0	0	88	35	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	uncultured_bacterium	FJ880043.1.1493
ASV138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	208	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	123	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	uncultured_bacterium	FJ769454.1.1468
ASV139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	uncultured_rumen_bacterium	uncultured_rumen_bacterium	uncultured_rumen_bacterium	AB612540.1.1530
ASV140	0	0	27	0	0	23	0	5	0	0	0	17	0	0	37	0	0	15	0	29	0	0	26	25	19	0	0	0	11	0	0	0	0	19	33	0	24	44	6	32	14	0	0	34	15	0	0	0	0	16	0	0	0	0	0	0	15	9	9	13	43	0	0	40	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured_bacterium	JQ208537.1.1353
ASV141	0	0	0	23	12	0	0	0	12	0	0	0	0	13	0	62	0	0	7	22	15	0	0	0	56	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	33	0	0	92	0	0	0	124	24	0	0	0	10	43	8	0	0	0	0	0	0	28	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA	NA
ASV142	0	40	0	28	0	0	37	0	0	67	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	36	27	0	0	0	62	0	30	98	61	59	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
ASV143	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	106	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	AB626923.1.1507
ASV144	0	18	32	38	0	34	0	0	14	0	32	17	29	0	32	0	0	28	0	20	40	0	18	15	63	0	0	24	0	9	17	0	0	0	42	0	0	0	9	0	7	0	0	0	14	0	0	0	0	0	6	0	0	11	0	0	18	0	0	0	0	5	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	NA	NA
ASV145	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	142	0	0	39	33	0	84	98	0	0	0	0	0	0	0	0	39	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	FJ894710.1.1354
ASV146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_2	uncultured_bacterium	NA
ASV147	0	0	0	0	0	188	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	60	0	0	0	0	0	56	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ880338.1.1496
ASV148	0	68	0	37	0	0	33	0	0	0	40	0	0	47	0	0	0	42	0	13	24	0	0	29	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	36	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	uncultured_bacterium	FJ880786.1.1496
ASV149	0	77	70	23	32	0	0	0	0	0	53	0	0	0	0	21	0	0	0	2	0	20	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	6	0	0	0	38	0	12	107	0	0	13	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_breve	AY513712.1.1402
ASV150	79	0	0	0	0	22	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	89	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	26	0	0	29	0	0	65	17	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA	NA
ASV151	0	0	19	76	27	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	37	0	0	86	15	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV152	0	0	0	0	0	0	0	0	0	0	0	0	43	0	26	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	99	24	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured_bacterium	NA
ASV153	0	32	0	0	0	51	0	0	0	0	0	35	0	62	0	45	0	0	0	0	36	0	0	0	0	0	0	0	0	12	0	0	14	13	33	0	31	6	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	61	0	0	0	0	0	0	73	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6	uncultured_bacterium	AB506513.1.1574
ASV154	0	0	0	0	0	0	0	0	0	253	113	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ879991.1.1480
ASV155	0	18	9	22	25	0	42	0	0	54	43	16	18	0	0	43	22	0	0	0	0	0	0	0	0	0	13	0	0	0	0	28	0	0	34	0	17	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	40	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	uncultured_bacterium	FJ881068.1.1487
ASV156	0	0	0	0	0	0	0	0	0	96	0	0	0	0	40	0	0	97	47	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	74	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	79	0	0	0	15	0	0	48	0	0	0	0	0	0	0	0	0	59	0	62	21	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured_bacterium	FJ881324.1.1493
ASV158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	47	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	AB627732.1.1513
ASV159	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	5	0	13	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	97	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea_cylindroides	L34616.1.1485
ASV160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	67	85	79	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	NA
ASV161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	22	52	0	0	9	0	0	0	11	0	0	24	0	10	32	0	15	53	58	0	0	0	21	57	12	0	0	103	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	uncultured_bacterium	FJ879015.1.1475
ASV162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	87	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	NA
ASV163	0	0	31	0	0	0	0	0	0	0	50	50	0	142	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	7	25	0	0	0	0	26	0	0	0	0	5	7	30	0	0	0	0	0	0	0	0	0	0	0	0	18	9	0	0	34	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	NA	NA
ASV164	0	0	0	0	0	0	42	0	0	22	0	0	120	0	15	0	117	10	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	74	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	NA
ASV165	63	0	0	0	0	0	14	107	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	21	27	0	0	0	0	0	34	0	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_breve	AY513712.1.1402
ASV166	0	22	0	0	0	30	0	0	23	0	27	0	0	21	25	0	0	0	0	33	44	0	0	0	18	13	0	0	26	54	0	0	0	0	0	0	0	0	0	28	33	0	0	0	0	0	26	0	15	20	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	NA
ASV167	66	0	0	0	0	32	0	91	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	6	0	0	56	0	0	0	0	75	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	23	0	0	20	0	0	43	0	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA	NA
ASV168	0	0	0	0	0	0	0	0	29	0	0	55	0	0	85	0	0	0	54	0	0	0	0	0	41	17	0	0	0	0	0	28	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	27	59	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	uncultured_bacterium	FJ880786.1.1496
ASV169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	AB627732.1.1513
ASV170	0	0	0	0	0	0	0	0	10	0	0	0	0	11	0	0	0	18	0	33	23	0	0	58	0	0	0	0	0	0	12	0	0	0	0	0	49	26	18	18	0	7	0	0	0	0	0	0	0	0	0	11	0	28	0	20	45	26	0	0	17	0	0	17	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	[Eubacterium]_nodatum_group	uncultured_bacterium	FJ879435.1.1476
ASV171	0	0	0	0	0	0	0	0	26	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	31	0	16	0	51	0	0	31	38	0	0	0	0	0	0	52	0	0	0	0	0	0	17	0	18	29	28	0	29	0	0	16	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	NA
ASV172	0	0	22	0	0	30	0	0	0	0	0	0	0	0	0	30	0	0	0	19	0	0	45	0	0	0	0	0	52	0	0	0	12	0	0	0	31	0	0	0	0	0	0	13	0	0	14	57	0	28	0	0	13	35	0	0	0	0	0	0	0	0	0	27	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured_bacterium	FJ878984.1.1491
ASV173	0	19	14	23	0	16	0	0	24	0	18	31	0	25	54	0	0	0	0	0	15	0	0	13	0	24	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	11	0	19	0	0	17	8	0	0	0	0	43	7	0	13	0	0	0	18	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV174	0	0	262	145	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	AB627651.1.1514
ASV175	0	0	0	0	50	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	27	0	0	0	11	0	26	0	0	0	0	0	0	0	0	0	0	0	38	0	19	0	0	0	0	0	94	6	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6	uncultured_bacterium	AB506513.1.1574
ASV176	0	56	105	0	18	0	0	0	105	0	0	0	0	0	0	84	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4B4_group	NA	NA
ASV177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	54	0	0	0	0	23	0	42	0	0	0	46	0	0	0	0	0	0	0	0	0	62	29	0	38	35	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV178	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	20	0	0	24	0	0	24	38	0	16	0	0	0	0	23	0	0	14	27	0	0	0	0	0	16	0	22	52	0	0	0	0	0	11	0	0	0	0	0	17	0	0	9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	uncultured_bacterium	FJ879330.1.1494
ASV179	0	0	0	0	0	0	0	82	0	0	0	0	9	0	0	0	56	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	53	0	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA	NA
ASV180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	29	37	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium]_xylanophilum_group	uncultured_bacterium	NA
ASV181	0	30	0	0	14	33	0	0	0	53	0	0	0	0	0	0	0	119	29	38	25	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA	NA
ASV182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	25	0	0	0	134	0	0	79	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV183	0	0	46	0	0	28	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	uncultured_bacterium	AB606387.1.1503
ASV184	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	262	0	0	0	0	0	19	36	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured_bacterium	FJ880872.1.1476
ASV185	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	14	0	0	0	41	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	AB494949.1.1514
ASV187	0	0	0	0	0	0	0	0	0	0	31	26	0	0	0	34	0	44	0	18	15	0	19	0	64	0	0	0	0	0	0	0	0	0	21	0	0	0	0	13	0	0	0	0	0	10	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV188	0	0	0	0	38	0	0	4	0	0	12	6	0	0	0	0	0	0	40	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	62	0	18	0	22	0	0	0	0	0	0	0	0	49	0	7	0	0	47	0	0	9	0	13	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	uncultured_bacterium	uncultured_bacterium	FJ879356.1.1459
ASV189	0	0	0	67	0	0	0	0	0	75	0	0	0	0	0	0	0	0	40	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13	43	0	0	0	0	30	0	16	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	uncultured_Clostridiales_bacterium	uncultured_Clostridiales_bacterium	AB192275.1.1322
ASV190	0	0	10	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	20	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV191	0	30	34	20	0	17	0	0	32	0	0	0	0	0	0	33	0	0	13	0	27	0	0	0	19	0	23	0	0	0	0	29	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	26	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	FJ880744.1.1492
ASV192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	144	0	0	0	0	0	0	0	27	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_rumen_bacterium	NA
ASV193	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	47	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ879178.1.1561
ASV194	0	0	0	0	0	0	0	0	0	23	24	0	37	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	173	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	uncultured_rumen_bacterium_4C28d-12	AB034126.1.1515
ASV195	0	22	0	28	0	58	34	0	0	0	37	0	0	0	30	0	0	0	40	0	0	0	0	18	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured_bacterium	NA
